symbol,weightAvg
22663,417.3595
22664,417.1142
22665,417.3319
22666,417.5453
22667,417.3391
22668,417.1872
22669,417.271
22670,417.1941
22671,417.37
22672,417.479
22673,417.332
22674,417.4882
22675,417.4215
22676,417.4314
22677,417.0928
22678,417.3774
22679,417.5509
22680,417.3283
22681,417.5033
22682,417.3458
22683,417.4036
22684,417.3097
22685,417.6557
22686,417.1924
22687,417.4742
22688,417.3809
22689,417.1765
22690,417.4074
22691,417.4533
22692,417.3
22693,417.3785
22694,417.3135
22695,417.2535
22696,417.4221
22697,417.1682
22698,417.4338
22699,417.3608
22700,417.5008
22701,417.0492
22702,417.4078
22703,417.5252
22704,417.4414
22705,417.0973
22706,417.2812
22707,417.4508
22708,417.62
22709,417.05
22710,417.56
22711,417.4543
22712,417.2978
22713,417.1894
22714,417.2748
22715,417.4144
22716,417.3525
22717,417.3179
22718,417.58
22719,417.4183
22720,417.6323
22721,417.3078
22722,417.4758
22723,417.4367
22724,417.22
22725,417.3869
22726,417.0471
22727,417.6147
22728,417.34
22729,417.4601
22730,417.4154
22731,417.3904
22732,417.3561
22733,417.5435
22734,417.3245
22735,417.3787
22736,417.3917
22737,417.3804
22738,417.59
22739,417.2482
22740,417.495
22741,417.33
22742,417.3244
22743,417.3409
22744,417.257
22745,417.3287
22746,417.4065
22747,417.4085
22748,417.343
22749,417.3608
22750,417.4303
22751,417.4288
22752,417.3596
22753,417.5997
22754,417.7884
22755,417.38
22756,417.402
22757,417.6436
22758,417.2104
22759,417.3612
22760,417.4016
22761,417.1995
22762,417.3228
22763,417.3296
22764,417.2181
22765,417.2354
22766,417.4009
22767,417.2326
22768,417.3819
22769,417.4221
22770,417.1983
22771,417.3869
22772,417.4441
22773,417.3502
22774,417.5471
22775,417.2672
22776,417.5083
22777,417.3168
22778,417.5041
22779,417.5054
22780,417.4135
22781,417.5983
22782,417.5907
22783,417.5722
22784,417.2495
22785,417.0843
22786,417.3835
22787,417.4238
22788,417.4167
22789,417.4975
22790,417.5647
22791,417.3902
22792,417.5115
22793,417.2858
22794,417.5333
22795,417.2611
22796,417.2736
22797,417.1865
22798,417.3997
22799,417.4469
22800,417.4163
22801,417.3896
22802,417.3895
22803,417.3601
22804,417.495
22805,417.3925
22806,417.245
22807,417.4058
22808,417.0502
22809,417.414
22810,417.3611
22811,417.241
22812,417.3822
22813,417.5443
22814,417.3797
22815,417.2791
22816,417.2524
22817,417.3467
22818,417.2542
22819,417.3002
22820,417.3224
22821,417.259
22822,417.5759
22823,417.3892
22824,417.3547
22825,417.6175
22826,417.3692
22827,417.3984
22828,417.2353
22829,417.3069
22830,417.4811
22831,417.5367
22832,417.5114
22833,417.3212
22834,417.1249
22835,417.1806
22836,417.3806
22837,417.4081
22838,417.1045
22839,417.4253
22840,417.2625
22841,417.4654
22842,417.2162
22843,417.5121
22844,417.3294
22845,417.5185
22846,417.3195
22847,417.5114
22848,417.4586
22849,417.6256
22850,417.4624
22851,417.5289
22852,417.22
22853,417.2722
22854,417.5071
22855,417.4536
22856,417.37
22857,417.3929
22858,417.4146
22859,417.1957
22860,417.3323
22861,417.0829
22862,417.331
22863,417.37
22864,417.3805
22865,417.2844
22866,417.3409
22867,417.2258
22868,417.3195
22869,417.1952
22870,417.3588
22871,417.3525
22872,417.1214
22873,417.2757
22874,417.2349
22875,417.5548
22876,417.3443
22877,417.2286
22878,417.2256
22879,417.0909
22880,417.4139
22881,417.447
22882,417.4112
22883,417.2889
22884,417.1638
22885,417.3642
22886,417.4607
22887,417.4916
22888,417.5518
22889,417.5293
22890,417.2599
22891,417.5073
22892,417.27
22893,417.3409
22894,417.2663
22895,417.535
22896,417.4487
22897,417.5079
22898,417.753
22899,417.4778
22900,417.5527
22901,417.4171
22902,417.0266
22903,417.3223
22904,417.4259
22905,417.1874
22906,417.3112
22907,417.4057
22908,417.4843
22909,417.4437
22910,417.4638
22911,417.387
22912,417.2934
22913,417.12
22914,417.3305
22915,417.4181
22916,417.3804
22917,417.2858
22918,417.4407
22919,417.4492
22920,417.62
22921,417.3185
22922,417.2387
22923,417.3138
22924,417.7354
22925,417.1635
22926,417.37
22927,417.5263
22928,417.3594
22929,417.5552
22930,417.2485
22931,417.1142
22932,417.4019
22933,417.7222
22934,417.36
22935,417.6023
22936,417.3007
22937,417.3045
22938,417.2361
22939,417.4987
22940,417.1891
22941,417.5064
22942,417.3651
22943,417.6613
22944,417.37
22945,417.5387
22946,417.3124
22947,417.2938
22948,417.0945
22949,417.37
22950,417.3517
22951,417.3927
22952,417.1309
22953,417.5198
22954,417.2662
22955,417.2908
22956,417.3814
22957,417.5102
22958,417.3915
22959,417.4494
22960,417.2791
22961,417.4422
22962,417.309
22963,417.3015
22964,417.4559
22965,417.3117
22966,417.5389
22967,417.3917
22968,417.3265
22969,417.3233
22970,417.3502
22971,417.3269
22972,417.3517
22973,417.3033
22974,417.504
22975,417.3277
22976,417.2736
22977,417.416
22978,417.245
22979,417.3588
22980,417.1969
22981,417.2875
22982,417.41
22983,417.5857
22984,417.531
22985,417.2554
22986,417.2674
22987,417.2002
22988,417.5489
22989,417.3428
22990,417.2727
22991,416.9632
22992,417.2646
22993,416.9108
22994,417.1842
22995,417.3215
22996,417.3962
22997,417.3426
22998,417.5909
22999,417.1018
23000,417.3999
23001,417.2346
23002,417.3046
23003,417.3369
23004,417.4074
23005,417.5444
23006,417.3605
23007,417.7137
23008,417.62
23009,417.302
23010,417.606
23011,417.3312
23012,417.2777
23013,417.2535
23014,417.4508
23015,417.4082
23016,417.4665
23017,417.3372
23018,417.3138
23019,417.406
23020,417.4588
23021,417.3686
23022,417.325
23023,417.4973
23024,417.3251
23025,417.5968
23026,417.6288
23027,417.4687
23028,417.4441
23029,417.4758
23030,417.4682
23031,417.2748
23032,417.0444
23033,417.3871
23034,417.4269
23035,417.3662
23036,417.4057
23037,417.4484
23038,417.2058
23039,417.6124
23040,417.5765
23041,417.2666
23042,417.362
23043,417.37
23044,417.37
23045,417.4461
23046,416.9379
23047,417.3511
23048,417.3123
23049,416.9916
23050,417.4701
23051,417.2881
23052,417.2358
23053,417.361
23054,417.2625
23055,417.2287
23056,417.3033
23057,417.471
23058,417.2476
23059,417.3048
23060,417.4469
23061,417.2762
23062,417.1872
23063,417.2258
23064,417.4374
23065,417.1659
23066,417.2954
23067,417.5174
23068,417.4325
23069,417.2332
23070,417.2049
23071,417.1448
23072,417.3598
23073,417.4586
23074,417.3406
23075,417.2765
23076,417.6076
23077,417.1354
23078,417.3791
23079,417.2676
23080,417.4373
23081,417.2421
23082,417.5783
23083,417.414
23084,417.53
23085,417.4903
23086,417.4704
23087,417.3056
23088,417.1455
23089,417.2349
23090,417.0745
23091,417.5157
23092,417.27
23093,417.4342
23094,417.2271
23095,417.4313
23096,417.2185
23097,417.3475
23098,417.4407
23099,417.44
23100,417.3991
23101,417.2768
23102,417.2931
23103,417.18
23104,417.5859
23105,417.3607
23106,417.3454
23107,417.5156
23108,417.2396
23109,417.3162
23110,417.4734
23111,417.281
23112,417.4342
23113,417.4195
23114,417.2365
23115,417.3531
23116,417.572
23117,417.2944
23118,417.37
23119,417.53
23120,417.245
23121,417.4657
23122,417.5528
23123,417.3902
23124,417.1126
23125,417.4361
23126,417.3896
23127,417.5064
23128,417.2463
23129,417.2033
23130,417.3733
23131,417.3961
23132,417.4338
23133,417.6507
23134,417.381
23135,417.3523
23136,417.2668
23137,417.2916
23138,417.248
23139,417.2291
23140,417.535
23141,417.3515
23142,417.37
23143,417.3612
23144,417.4387
23145,417.3148
23146,417.2542
23147,417.4414
23148,417.495
23149,417.4
23150,417.4392
23151,417.4931
23152,417.415
23153,417.504
23154,417.2033
23155,417.4057
23156,417.2629
23157,417.3004
23158,417.37
23159,417.2514
23160,417.2349
23161,417.3982
23162,417.3908
23163,417.4961
23164,417.5261
23165,417.0843
23166,417.1116
23167,417.3983
23168,417.6734
23169,417.3233
23170,417.4338
23171,417.3711
23172,417.3902
23173,417.4135
23174,417.4319
23175,417.1811
23176,417.4478
23177,417.1408
23178,417.2018
23179,417.3513
23180,417.3224
23181,417.4176
23182,417.2204
23183,417.4167
23184,417.37
23185,417.4848
23186,417.3819
23187,417.4117
23188,417.4682
23189,417.2081
23190,417.43
23191,417.3367
23192,417.2808
23193,417.2791
23194,417.4525
23195,417.4019
23196,417.2345
23197,417.1791
23198,417.373
23199,417.4104
23200,417.2898
23201,417.3601
23202,417.33
23203,417.3644
23204,417.4893
23205,417.2846
23206,417.2154
23207,417.2578
23208,417.5506
23209,417.4414
23210,417.5152
23211,417.3215
23212,417.3374
23213,417.4719
23214,417.4731
23215,417.4799
23216,417.5852
23217,417.4185
23218,417.3692
23219,417.4104
23220,417.2271
23221,417.396
23222,417.5597
23223,417.472
23224,417.7064
23225,417.3241
23226,417.1268
23227,417.268
23228,417.27
23229,417.4331
23230,417.4269
23231,417.3904
23232,417.358
23233,417.3485
23234,417.1488
23235,417.3406
23236,417.1652
23237,417.3598
23238,417.4516
23239,417.1222
23240,417.7033
23241,417.2365
23242,417.3296
23243,417.1722
23244,417.4922
23245,417.3894
23246,417.3597
23247,417.6337
23248,417.2033
23249,417.438
23250,417.5675
23251,417.3155
23252,417.4924
23253,417.4692
23254,417.3229
23255,417.1058
23256,417.2791
23257,417.5129
23258,417.2051
23259,417.2519
23260,417.3805
23261,417.2018
23262,417.4464
23263,417.1852
23264,417.1507
23265,417.4832
23266,417.483
23267,417.3591
23268,417.3237
23269,417.3475
23270,417.3809
23271,417.4462
23272,417.3917
23273,417.6118
23274,417.4176
23275,417.218
23276,417.3104
23277,417.2799
23278,417.3601
23279,417.4254
23280,417.2195
23281,417.1174
23282,417.4766
23283,417.3205
23284,417.4319
23285,417.4167
23286,417.2311
23287,417.3168
23288,417.4871
23289,417.6053
23290,417.7001
23291,417.306
23292,417.1439
23293,417.4475
23294,417.17
23295,417.3804
23296,417.2748
23297,417.3456
23298,417.5402
23299,417.3062
23300,417.1178
23301,417.5756
23302,417.2367
23303,417.4688
23304,417.3539
23305,417.28
23306,417.3397
23307,417.3359
23308,417.326
23309,417.1882
23310,417.5788
23311,417.3889
23312,417.5507
23313,417.4306
23314,417.5082
23315,417.441
23316,417.2178
23317,417.4319
23318,417.2185
23319,417.4789
23320,417.2546
23321,417.5575
23322,417.1825
23323,417.506
23324,417.2971
23325,417.3518
23326,417.2437
23327,417.2346
23328,417.389
23329,417.4652
23330,417.2966
23331,417.4626
23332,417.4165
23333,417.4775
23334,417.3812
23335,417.3508
23336,417.3513
23337,417.5146
23338,417.2677
23339,417.1621
23340,417.3397
23341,417.359
23342,417.5466
23343,417.45
23344,417.6137
23345,417.2821
23346,417.3123
23347,417.4536
23348,417.6589
23349,417.3427
23350,417.4637
23351,417.3915
23352,417.2791
23353,417.2783
23354,417.56
23355,417.551
23356,417.3607
23357,417.4084
23358,417.6086
23359,417.1021
23360,417.4889
23361,417.2087
23362,417.1931
23363,417.3234
23364,417.3219
23365,417.3323
23366,417.3245
23367,417.5049
23368,417.5583
23369,417.3079
23370,417.1329
23371,417.3898
23372,417.4331
23373,417.4314
23374,417.2422
23375,417.2536
23376,417.2995
23377,417.51
23378,417.0666
23379,417.1855
23380,417.3414
23381,417.43
23382,417.0912
23383,417.4088
23384,417.2033
23385,417.4023
23386,417.395
23387,417.6016
23388,417.5367
23389,417.4019
23390,417.3908
23391,417.3487
23392,417.2171
23393,417.4518
23394,417.319
23395,417.6266
23396,417.3551
23397,417.3055
23398,417.1849
23399,417.4037
23400,417.3811
23401,417.1226
23402,417.5992
23403,417.1918
23404,417.3407
23405,417.4626
23406,417.3027
23407,417.3468
23408,417.3397
23409,417.2723
23410,417.4709
23411,417.3394
23412,417.2998
23413,417.5674
23414,417.6455
23415,417.44
23416,417.19
23417,417.5955
23418,417.258
23419,417.3715
23420,417.3522
23421,417.2215
23422,417.2555
23423,417.4178
23424,417.1936
23425,417.4293
23426,417.197
23427,417.4232
23428,417.169
23429,417.4916
23430,417.462
23431,417.4954
23432,417.2404
23433,417.4016
23434,417.53
23435,417.3826
23436,417.5682
23437,417.4057
23438,417.4249
23439,417.5518
23440,417.4288
23441,417.0856
23442,417.1601
23443,417.5003
23444,417.4526
23445,417.1478
23446,417.4637
23447,417.4919
23448,417.2722
23449,417.3349
23450,417.3706
23451,417.3417
23452,417.4414
23453,417.4243
23454,417.433
23455,417.3159
23456,417.2598
23457,417.3185
23458,417.4185
23459,417.2361
23460,417.4402
23461,417.5535
23462,417.2314
23463,417.434
23464,417.236
23465,417.4938
23466,416.9756
23467,417.2734
23468,417.3926
23469,417.3883
23470,417.4764
23471,417.2496
23472,417.4484
23473,417.5129
23474,417.37
23475,417.3521
23476,417.3422
23477,417.37
23478,417.306
23479,417.1541
23480,417.3374
23481,417.2604
23482,417.3437
23483,417.3292
23484,417.1147
23485,417.3931
23486,417.1947
23487,417.3385
23488,417.5168
23489,417.2524
23490,417.5151
23491,417.3117
23492,417.4195
23493,417.2151
23494,417.3991
23495,417.1153
23496,417.3698
23497,417.1929
23498,417.1796
23499,417.4373
23500,417.3462
23501,417.1408
23502,417.4112
23503,417.1056
23504,417.3808
23505,417.3988
23506,417.3443
23507,417.4071
23508,417.2885
23509,417.3367
23510,417.0607
23511,417.3683
23512,417.3674
23513,417.3296
23514,417.2054
23515,417.6233
23516,417.4407
23517,417.5093
23518,417.381
23519,417.4281
23520,417.293
23521,417.372
23522,417.3413
23523,417.3513
23524,417.2867
23525,417.361
23526,417.29
23527,417.21
23528,417.3469
23529,417.5452
23530,417.2271
23531,417.1945
23532,417.5992
23533,417.7876
23534,417.342
23535,417.5238
23536,417.1852
23537,417.3946
23538,417.3778
23539,417.0496
23540,417.2597
23541,417.3435
23542,417.4525
23543,417.243
23544,417.3892
23545,417.4973
23546,417.4811
23547,417.2677
23548,417.4195
23549,417.4319
23550,417.3369
23551,417.5893
23552,417.1589
23553,417.4193
23554,417.2223
23555,417.4785
23556,417.3698
23557,417.0288
23558,417.2215
23559,417.4462
23560,417.4205
23561,417.4176
23562,417.4135
23563,417.4731
23564,417.3265
23565,417.3808
23566,417.3068
23567,417.37
23568,417.3179
23569,417.2994
23570,417.332
23571,417.52
23572,417.4455
23573,417.5859
23574,417.4139
23575,417.5478
23576,417.2574
23577,417.425
23578,417.4096
23579,417.4668
23580,417.4747
23581,417.5678
23582,417.1813
23583,417.4909
23584,417.2169
23585,417.67
23586,417.48
23587,417.4332
23588,417.29
23589,417.5502
23590,417.4095
23591,417.4526
23592,417.3676
23593,417.4243
23594,417.4912
23595,417.4628
23596,417.3274
23597,417.3494
23598,417.4116
23599,417.3535
23600,417.3585
23601,417.5161
23602,417.4023
23603,417.4821
23604,417.2589
23605,417.2294
23606,417.3889
23607,417.3072
23608,417.284
23609,417.6878
23610,417.3144
23611,417.2636
23612,417.2826
23613,417.526
23614,417.3602
23615,417.5125
23616,417.3098
23617,417.321
23618,417.4155
23619,417.4977
23620,417.2858
23621,417.2908
23622,417.4215
23623,417.3621
23624,417.3947
23625,417.5417
23626,417.5922
23627,417.241
23628,417.3179
23629,417.3329
23630,417.4783
23631,417.6068
23632,417.3989
23633,417.37
23634,417.4226
23635,417.5911
23636,417.179
23637,417.7033
23638,417.5158
23639,417.3815
23640,417.1304
23641,417.3509
23642,417.3932
23643,417.3168
23644,417.4116
23645,417.3789
23646,417.34
23647,417.0922
23648,417.2867
23649,417.1825
23650,417.4163
23651,417.2908
23652,417.1638
23653,417.2826
23654,417.5213
23655,417.0994
23656,417.6067
23657,417.3913
23658,417.3973
23659,417.2044
23660,417.4864
23661,417.3014
23662,417.361
23663,417.3939
23664,417.271
23665,417.3597
23666,417.5212
23667,417.3129
23668,417.4155
23669,417.4775
23670,417.4283
23671,417.5004
23672,417.3466
23673,417.1012
23674,417.5059
23675,417.4199
23676,417.5664
23677,417.3803
23678,417.439
23679,417.2472
23680,417.324
23681,417.3598
23682,417.3106
23683,417.5741
23684,417.498
23685,417.283
23686,417.4236
23687,417.2736
23688,417.3123
23689,417.3489
23690,417.5476
23691,417.4344
23692,417.542
23693,417.1791
23694,417.6463
23695,417.4096
23696,417.3077
23697,417.3451
23698,417.2517
23699,417.1983
23700,417.3997
23701,417.5383
23702,417.3495
23703,417.1969
23704,417.3343
23705,417.2892
23706,417.2346
23707,417.4309
23708,417.3614
23709,417.2666
23710,417.3454
23711,417.259
23712,417.3343
23713,417.5019
23714,417.2959
23715,417.2171
23716,417.5182
23717,417.2916
23718,417.4129
23719,417.3619
23720,417.3795
23721,417.3131
23722,417.3492
23723,417.6557
23724,417.3902
23725,417.4331
23726,417.463
23727,417.4359
23728,417.277
23729,417.3906
23730,417.3323
23731,417.3185
23732,417.2507
23733,417.3807
23734,417.5722
23735,417.4495
23736,417.3521
23737,417.1902
23738,417.3496
23739,417.495
23740,417.1882
23741,417.3179
23742,417.2393
23743,417.4033
23744,417.5847
23745,417.3448
23746,417.3533
23747,417.1296
23748,417.0973
23749,417.1155
23750,417.2824
23751,417.5273
23752,417.4185
23753,417.1548
23754,417.4373
23755,417.4542
23756,417.374
23757,417.4338
23758,417.27
23759,417.2507
23760,417.4861
23761,417.2341
23762,417.1755
23763,417.2978
23764,417.383
23765,417.4232
23766,417.4594
23767,417.4589
23768,417.3055
23769,417.3885
23770,417.5482
23771,417.3207
23772,417.0955
23773,417.3916
23774,417.1319
23775,417.1367
23776,417.4511
23777,417.3806
23778,417.37
23779,417.4081
23780,417.3343
23781,417.1832
23782,417.4262
23783,417.2774
23784,417.3021
23785,417.3042
23786,417.5992
23787,417.3446
23788,417.1296
23789,417.3004
23790,417.2226
23791,417.3773
23792,417.6488
23793,417.3014
23794,417.2019
23795,417.2978
23796,417.3232
23797,417.2648
23798,417.3139
23799,417.21
23800,417.4104
23801,417.3979
23802,417.5769
23803,417.2526
23804,417.5156
23805,417.3374
23806,417.5273
23807,417.2971
23808,417.5639
23809,417.5307
23810,417.1045
23811,417.3518
23812,417.2211
23813,417.4311
23814,417.3994
23815,417.472
23816,417.2906
23817,417.4593
23818,417.6048
23819,417.5356
23820,417.53
23821,417.4325
23822,417.3494
23823,417.4338
23824,417.495
23825,417.1679
23826,417.4445
23827,417.431
23828,417.4113
23829,417.2748
23830,417.4206
23831,417.2285
23832,417.3044
23833,417.2711
23834,417.3808
23835,417.2853
23836,417.5661
23837,417.5095
23838,417.0783
23839,417.5759
23840,417.2963
23841,417.3501
23842,417.214
23843,417.4579
23844,417.358
23845,417.4455
23846,417.5348
23847,417.1891
23848,417.3406
23849,417.4414
23850,417.6337
23851,417.2939
23852,417.3607
23853,417.3593
23854,417.4893
23855,417.3489
23856,417.3492
23857,417.495
23858,417.1737
23859,417.3001
23860,416.9926
23861,417.2271
23862,417.5168
23863,417.5395
23864,417.4241
23865,417.1756
23866,417.3349
23867,417.265
23868,417.0973
23869,417.5328
23870,417.5303
23871,417.2775
23872,417.379
23873,417.5076
23874,417.4811
23875,417.2271
23876,417.4122
23877,417.3367
23878,417.4672
23879,417.3347
23880,417.2756
23881,417.2126
23882,417.4104
23883,417.1605
23884,417.2524
23885,417.5367
23886,417.1427
23887,417.153
23888,417.4195
23889,417.6367
23890,417.4041
23891,417.5083
23892,417.5417
23893,417.3346
23894,417.5882
23895,417.513
23896,417.4384
23897,417.3085
23898,417.0459
23899,417.2349
23900,417.4096
23901,417.6017
23902,417.4811
23903,417.4371
23904,417.6023
23905,417.4096
23906,417.3251
23907,417.6038
23908,417.3265
23909,417.67
23910,417.3885
23911,417.3788
23912,417.2758
23913,417.4628
23914,417.1423
23915,417.2674
23916,417.4092
23917,417.2959
23918,417.3374
23919,417.4707
23920,417.308
23921,417.2791
23922,417.3213
23923,417.2245
23924,417.408
23925,417.5523
23926,417.6174
23927,417.3174
23928,417.3098
23929,417.15
23930,417.3825
23931,417.49
23932,417.3867
23933,417.1995
23934,417.2147
23935,417.2481
23936,417.2625
23937,417.3747
23938,417.283
23939,417.5263
23940,417.1225
23941,417.2607
23942,417.2051
23943,417.0681
23944,417.3129
23945,417.3604
23946,417.2174
23947,417.5054
23948,417.4386
23949,417.4127
23950,417.2931
23951,417.3165
23952,417.4067
23953,417.4191
23954,417.3915
23955,417.381
23956,417.4483
23957,417.1353
23958,417.3889
23959,417.4052
23960,417.4542
23961,417.2671
23962,417.8236
23963,417.5046
23964,417.2169
23965,417.1231
23966,417.4176
23967,417.4747
23968,417.4657
23969,417.1039
23970,417.3886
23971,417.2443
23972,417.3498
23973,417.468
23974,417.37
23975,417.3889
23976,417.5682
23977,417.5073
23978,417.5718
23979,417.4332
23980,417.37
23981,417.2652
23982,417.64
23983,417.19
23984,417.1623
23985,417.5869
23986,417.4155
23987,417.3125
23988,417.37
23989,417.3595
23990,417.2678
23991,417.4768
23992,417.4434
23993,417.1935
23994,417.4821
23995,417.3494
23996,417.3994
23997,417.0928
23998,417.4626
23999,417.2188
24000,417.396
24001,417.4715
24002,417.4525
24003,417.4496
24004,417.5338
24005,417.3917
24006,417.5064
24007,417.504
24008,417.4609
24009,417.6491
24010,417.3323
24011,417.3882
24012,417.4787
24013,417.1724
24014,417.2702
24015,417.4038
24016,417.2535
24017,417.4657
24018,417.3414
24019,417.2718
24020,417.4869
24021,417.2067
24022,417.5424
24023,417.3905
24024,417.4593
24025,417.39
24026,417.1226
24027,417.456
24028,417.1258
24029,417.4259
24030,417.3826
24031,417.352
24032,417.3513
24033,417.3494
24034,417.3168
24035,417.326
24036,417.1557
24037,417.3763
24038,417.3397
24039,417.1455
24040,417.5582
24041,417.4811
24042,417.3524
24043,417.2258
24044,417.3553
24045,417.1276
24046,417.3026
24047,417.3798
24048,417.0773
24049,417.1766
24050,417.2718
24051,417.283
24052,417.3808
24053,417.253
24054,417.3803
24055,417.3795
24056,417.382
24057,417.4609
24058,417.2904
24059,417.4753
24060,417.3014
24061,417.2061
24062,417.2568
24063,417.4434
24064,417.3759
24065,417.3391
24066,417.2613
24067,417.4006
24068,417.3377
24069,417.3596
24070,417.5678
24071,417.3518
24072,417.2889
24073,417.4406
24074,417.438
24075,417.2931
24076,417.2749
24077,417.2782
24078,417.4423
24079,417.0922
24080,417.4647
24081,417.3403
24082,417.5869
24083,417.452
24084,417.3007
24085,417.3978
24086,417.3143
24087,417.4832
24088,417.4112
24089,417.1534
24090,417.3394
24091,417.3196
24092,417.3233
24093,417.4629
24094,417.2973
24095,417.2168
24096,417.3308
24097,417.6222
24098,417.3359
24099,417.5528
24100,417.237
24101,417.2535
24102,417.2642
24103,417.3204
24104,417.75
24105,417.2514
24106,417.3816
24107,417.3935
24108,417.1091
24109,417.4325
24110,417.37
24111,417.4231
24112,417.302
24113,417.2772
24114,417.2863
24115,417.2622
24116,417.2953
24117,417.278
24118,417.1738
24119,417.5189
24120,417.3682
24121,417.2545
24122,417.4238
24123,417.3978
24124,417.3981
24125,417.6786
24126,417.6313
24127,417.2592
24128,417.2638
24129,417.3788
24130,417.3444
24131,417.1693
24132,417.2775
24133,417.2188
24134,417.2892
24135,417.2438
24136,417.327
24137,417.37
24138,417.37
24139,417.1116
24140,417.5773
24141,417.2336
24142,417.3785
24143,417.3472
24144,417.1557
24145,417.4402
24146,417.1549
24147,417.4634
24148,417.2911
24149,417.2966
24150,417.14
24151,417.0548
24152,417.2169
24153,417.4446
24154,417.1311
24155,417.3033
24156,417.151
24157,417.6275
24158,417.3178
24159,417.0214
24160,417.1417
24161,417.4492
24162,417.4235
24163,417.1126
24164,417.37
24165,417.34
24166,417.379
24167,417.3219
24168,417.4293
24169,417.1625
24170,417.4855
24171,417.3879
24172,417.6427
24173,417.5377
24174,417.4673
24175,417.3177
24176,417.4171
24177,417.4288
24178,417.32
24179,417.3601
24180,417.3026
24181,417.2576
24182,417.47
24183,417.4811
24184,417.4441
24185,417.3938
24186,417.3374
24187,417.2996
24188,417.1758
24189,417.4117
24190,417.5385
24191,417.3601
24192,417.2658
24193,417.3088
24194,417.472
24195,417.4427
24196,417.4121
24197,417.53
24198,417.4999
24199,417.3619
24200,417.3417
24201,417.4112
24202,417.3231
24203,417.4779
24204,417.2181
24205,417.4373
24206,417.4731
24207,417.2908
24208,417.4414
24209,417.5113
24210,417.3117
24211,417.3121
24212,417.2622
24213,417.4117
24214,417.4077
24215,417.3394
24216,417.3361
24217,417.4962
24218,417.2096
24219,417.168
24220,417.2602
24221,417.0367
24222,417.3613
24223,417.3553
24224,417.327
24225,417.4948
24226,417.382
24227,417.3799
24228,417.3502
24229,417.21
24230,417.2647
24231,417.3963
24232,417.2578
24233,417.2491
24234,417.1408
24235,417.2918
24236,417.6653
24237,417.2269
24238,417.2542
24239,417.4386
24240,417.3208
24241,417.2226
24242,417.4351
24243,417.205
24244,417.5008
24245,417.4193
24246,417.3585
24247,417.3598
24248,417.3256
24249,417.3592
24250,417.2605
24251,417.271
24252,417.62
24253,417.1661
24254,417.55
24255,417.3917
24256,417.4951
24257,417.4551
24258,417.4977
24259,417.37
24260,417.2952
24261,417.3112
24262,417.4994
24263,417.585
24264,417.37
24265,417.5048
24266,417.4041
24267,417.61
24268,417.6293
24269,417.4746
24270,417.2374
24271,417.26
24272,417.3299
24273,417.4846
24274,417.459
24275,417.2955
24276,417.4142
24277,417.671
24278,417.2759
24279,417.2648
24280,417.4162
24281,417.454
24282,417.2818
24283,417.51
24284,417.6374
24285,417.4149
24286,417.2595
24287,417.3007
24288,417.374
24289,417.4407
24290,417.2076
24291,417.2507
24292,417.3409
24293,417.3414
24294,417.3594
24295,417.3478
24296,417.4682
24297,417.4939
24298,417.3105
24299,417.3792
24300,417.56
24301,417.4119
24302,417.1947
24303,417.4771
24304,417.4256
24305,417.42
24306,417.37
24307,417.2308
24308,417.4367
24309,417.3406
24310,417.2665
24311,417.2469
24312,417.2859
24313,417.4091
24314,417.284
24315,417.2476
24316,417.4185
24317,417.1721
24318,417.2927
24319,417.37
24320,417.3906
24321,417.4719
24322,417.388
24323,417.3485
24324,417.2911
24325,417.5205
24326,417.4427
24327,417.54
24328,417.3528
24329,417.17
24330,417.3523
24331,417.5795
24332,417.62
24333,417.4063
24334,417.215
24335,417.53
24336,417.4434
24337,417.2517
24338,417.2296
24339,417.1904
24340,417.3504
24341,417.4367
24342,417.6224
24343,417.1631
24344,417.2329
24345,417.4384
24346,417.583
24347,417.4266
24348,417.29
24349,417.5414
24350,417.388
24351,417.3245
24352,417.2611
24353,417.3904
24354,417.6221
24355,417.3318
24356,417.37
24357,417.2219
24358,417.5453
24359,417.5144
24360,417.1352
24361,417.4441
24362,417.333
24363,417.0982
24364,417.4934
24365,417.5556
24366,417.3492
24367,417.4505
24368,417.2298
24369,417.2818
24370,417.3359
24371,417.3599
24372,417.55
24373,417.2296
24374,417.2568
24375,417.4342
24376,417.3877
24377,417.2421
24378,417.3861
24379,417.4726
24380,417.2931
24381,417.5129
24382,417.0682
24383,417.2214
24384,417.3296
24385,417.4415
24386,417.2293
24387,417.3563
24388,417.2818
24389,417.3465
24390,417.2904
24391,417.3894
24392,417.5095
24393,417.3937
24394,417.4601
24395,417.3022
24396,417.5575
24397,417.4762
24398,417.5038
24399,417.421
24400,417.2658
24401,417.2669
24402,417.4315
24403,417.4942
24404,417.59
24405,417.4579
24406,417.37
24407,417.301
24408,417.4483
24409,417.184
24410,417.3123
24411,417.4926
24412,417.6016
24413,417.6296
24414,417.1777
24415,417.2298
24416,417.4865
24417,417.3427
24418,417.4922
24419,417.4618
24420,417.4085
24421,417.3208
24422,417.3406
24423,417.4448
24424,417.3788
24425,417.4181
24426,417.2499
24427,417.52
24428,417.4162
24429,417.6153
24430,417.3062
24431,417.254
24432,417.3971
24433,417.32
24434,417.1926
24435,417.2554
24436,417.2664
24437,417.3654
24438,417.2892
24439,417.2205
24440,417.2539
24441,417.4339
