symbol,weightAvg
1003,417.5115
1004,417.3174
1005,417.4909
1006,417.2911
1007,417.5851
1008,417.1673
1009,417.2791
1010,417.5059
1011,417.3419
1012,417.37
1013,417.2826
1014,417.3266
1015,417.1837
1016,417.5115
1017,417.2658
1018,417.4609
1019,417.2666
1020,417.3988
1021,417.37
1022,417.2753
1023,417.2739
1024,417.1777
1025,417.3738
1026,417.4307
1027,417.5335
1028,417.3545
1029,417.393
1030,417.0759
1031,417.441
1032,417.2258
1033,417.5253
1034,417.3465
1035,417.3467
1036,417.0759
1037,417.7818
1038,417.3315
1039,417.5016
1040,417.6154
1041,417.2162
1042,417.4469
1043,417.4024
1044,417.4583
1045,417.5238
1046,417.3075
1047,417.2111
1048,417.398
1049,417.3371
1050,417.2657
1051,417.4422
1052,417.3077
1053,417.4155
1054,417.4049
1055,417.3014
1056,417.5035
1057,417.5535
1058,417.2425
1059,417.3991
1060,417.5511
1061,417.4087
1062,417.1998
1063,417.0367
1064,417.4541
1065,417.37
1066,417.2986
1067,417.2634
1068,417.4494
1069,417.6127
1070,417.5435
1071,417.2493
1072,417.603
1073,417.3292
1074,417.2605
1075,417.3296
1076,416.9268
1077,417.5719
1078,417.3743
1079,417.414
1080,417.3591
1081,417.2998
1082,417.4705
1083,417.2531
1084,417.3611
1085,417.345
1086,417.1631
1087,417.23
1088,417.4541
1089,417.2327
1090,417.2889
1091,417.4533
1092,417.2121
1093,417.3983
1094,417.4045
1095,417.3448
1096,417.7844
1097,417.3144
1098,417.5185
1099,417.37
1100,417.3505
1101,417.3744
1102,417.4061
1103,417.3641
1104,417.3052
1105,417.3058
1106,417.3592
1107,417.3913
1108,417.1419
1109,417.3195
1110,417.2877
1111,417.4628
1112,417.6711
1113,417.1882
1114,417.4792
1115,417.3414
1116,417.3533
1117,417.403
1118,417.3456
1119,417.2952
1120,417.3356
1121,417.1739
1122,417.46
1123,417.1949
1124,417.3258
1125,417.4448
1126,417.343
1127,417.1929
1128,417.33
1129,417.4414
1130,417.45
1131,417.2566
1132,417.247
1133,417.56
1134,417.2892
1135,417.3608
1136,417.3746
1137,417.2759
1138,417.47
1139,417.4052
1140,417.3062
1141,417.3131
1142,417.6342
1143,417.6743
1144,417.4332
1145,417.5465
1146,417.2774
1147,417.3324
1148,417.2522
1149,417.3068
1150,417.4003
1151,417.3178
1152,417.2973
1153,417.3843
1154,417.3453
1155,417.3487
1156,417.4081
1157,417.4215
1158,417.395
1159,417.2845
1160,417.4181
1161,417.37
1162,417.2681
1163,417.3927
1164,417.4476
1165,417.4222
1166,417.0513
1167,417.5349
1168,417.5789
1169,417.3174
1170,417.2512
1171,417.3591
1172,417.3498
1173,417.3589
1174,417.19
1175,417.209
1176,417.0542
1177,417.3586
1178,417.3716
1179,417.5414
1180,417.3219
1181,417.2986
1182,417.1457
1183,417.393
1184,417.4038
1185,417.4222
1186,417.2052
1187,417.4913
1188,417.3777
1189,417.7738
1190,417.3352
1191,417.37
1192,417.2875
1193,417.1741
1194,417.3938
1195,417.2686
1196,417.3129
1197,417.4609
1198,417.4261
1199,417.4085
1200,417.3678
1201,417.469
1202,417.37
1203,417.1231
1204,417.3283
1205,417.337
1206,417.4437
1207,417.3469
1208,417.3906
1209,417.533
1210,417.3462
1211,417.7835
1212,417.3081
1213,417.1612
1214,417.1079
1215,417.2178
1216,417.1998
1217,417.3011
1218,417.3241
1219,417.3302
1220,417.341
1221,417.4263
1222,417.6342
1223,417.563
1224,417.301
1225,417.2542
1226,417.4593
1227,417.5046
1228,417.4025
1229,417.3661
1230,417.42
1231,417.2955
1232,417.7
1233,417.1983
1234,417.2845
1235,417.2905
1236,417.4225
1237,417.1641
1238,417.3866
1239,417.28
1240,417.3364
1241,417.4811
1242,417.2087
1243,417.5575
1244,417.3599
1245,417.2308
1246,417.5367
1247,417.4554
1248,417.1892
1249,417.4633
1250,417.3422
1251,417.3125
1252,417.1224
1253,417.4231
1254,417.5313
1255,417.3276
1256,417.4496
1257,417.3637
1258,417.4747
1259,417.3256
1260,417.209
1261,417.3609
1262,417.4176
1263,417.6104
1264,417.57
1265,417.1983
1266,417.3811
1267,417.1549
1268,417.5204
1269,417.2209
1270,417.3915
1271,417.3279
1272,417.14
1273,417.3168
1274,417.4551
1275,417.4784
1276,417.3526
1277,417.4996
1278,417.308
1279,417.2507
1280,417.2271
1281,417.3308
1282,417.6132
1283,417.5659
1284,417.3592
1285,417.3602
1286,417.77
1287,417.3208
1288,417.3359
1289,417.2851
1290,417.1743
1291,417.5129
1292,417.3228
1293,417.4787
1294,417.1832
1295,417.4609
1296,417.3327
1297,417.4633
1298,417.3146
1299,417.3164
1300,417.3176
1301,417.5818
1302,417.2757
1303,417.4789
1304,417.4814
1305,417.1251
1306,417.4718
1307,417.4013
1308,417.4
1309,417.3265
1310,417.4618
1311,417.1986
1312,417.4627
1313,417.3361
1314,417.304
1315,417.3997
1316,417.0753
1317,417.3138
1318,417.4392
1319,417.1696
1320,417.3804
1321,417.3789
1322,417.3518
1323,417.2916
1324,417.4414
1325,417.3288
1326,417.3239
1327,417.3219
1328,417.4266
1329,417.2349
1330,417.2655
1331,417.4975
1332,417.3033
1333,417.4671
1334,417.1904
1335,417.4492
1336,417.3262
1337,417.1144
1338,417.6436
1339,417.5134
1340,417.4181
1341,417.2481
1342,417.6023
1343,417.5721
1344,417.1953
1345,417.3134
1346,417.3144
1347,417.3877
1348,417.499
1349,417.1819
1350,417.43
1351,417.3774
1352,417.3159
1353,417.2296
1354,417.5021
1355,417.3119
1356,417.2216
1357,417.2121
1358,417.1451
1359,417.4306
1360,417.3867
1361,417.3245
1362,417.224
1363,417.3422
1364,417.0792
1365,417.4492
1366,417.1874
1367,417.3598
1368,417.2757
1369,417.4121
1370,417.4938
1371,417.2247
1372,417.273
1373,417.2423
1374,417.5388
1375,417.2126
1376,417.4317
1377,417.4549
1378,417.2662
1379,417.2835
1380,417.4026
1381,417.4533
1382,417.3943
1383,417.4618
1384,417.5691
1385,417.4072
1386,417.299
1387,417.5253
1388,417.2204
1389,417.1929
1390,417.269
1391,417.3597
1392,417.5851
1393,417.4979
1394,417.2452
1395,417.3051
1396,417.3467
1397,417.3762
1398,417.4319
1399,417.3164
1400,417.2396
1401,417.4698
1402,417.37
1403,417.37
1404,417.3606
1405,417.3155
1406,417.383
1407,417.7602
1408,417.2232
1409,417.593
1410,417.3775
1411,417.2075
1412,417.2766
1413,417.17
1414,417.4257
1415,417.6213
1416,417.3803
1417,417.495
1418,417.2666
1419,417.5027
1420,417.2206
1421,417.6066
1422,417.5045
1423,417.6571
1424,417.3384
1425,417.17
1426,417.4359
1427,417.4386
1428,417.2923
1429,417.2613
1430,417.288
1431,417.535
1432,417.3245
1433,417.4459
1434,417.6008
1435,417.1455
1436,417.4801
1437,417.3195
1438,417.271
1439,417.3532
1440,417.21
1441,417.4539
1442,417.4699
1443,417.5238
1444,417.3007
1445,417.3598
1446,417.2495
1447,417.4533
1448,417.3449
1449,417.4784
1450,417.3321
1451,417.391
1452,417.4566
1453,417.2995
1454,417.37
1455,417.3117
1456,417.6241
1457,417.3081
1458,417.431
1459,417.3125
1460,417.3805
1461,417.3129
1462,416.9575
1463,417.5238
1464,417.4975
1465,417.4963
1466,417.4322
1467,417.3881
1468,417.6518
1469,417.5232
1470,417.3904
1471,417.4165
1472,417.298
1473,417.241
1474,417.1227
1475,417.4782
1476,417.1012
1477,417.6504
1478,417.5417
1479,417.4342
1480,417.3251
1481,417.1438
1482,417.2851
1483,417.4628
1484,417.52
1485,417.2566
1486,417.4226
1487,417.3151
1488,417.366
1489,417.4275
1490,417.3388
1491,417.6
1492,417.1721
1493,417.3315
1494,417.2911
1495,417.1973
1496,417.319
1497,417.3978
1498,417.3384
1499,417.3016
1500,417.4306
1501,417.4117
1502,417.3722
1503,417.5815
1504,417.3922
1505,417.3055
1506,417.3776
1507,417.3138
1508,417.5246
1509,417.1961
1510,417.381
1511,417.45
1512,417.4117
1513,417.2782
1514,417.4905
1515,417.308
1516,417.4408
1517,417.4319
1518,417.4811
1519,417.3612
1520,417.205
1521,417.4359
1522,417.3805
1523,417.2658
1524,417.4533
1525,417.6023
1526,417.24
1527,417.5296
1528,417.3805
1529,417.3367
1530,417.37
1531,417.4912
1532,417.3397
1533,417.2625
1534,417.3191
1535,417.3498
1536,417.351
1537,417.37
1538,417.2553
1539,417.3459
1540,417.34
1541,417.2537
1542,417.6114
1543,417.2568
1544,417.5568
1545,417.274
1546,417.3166
1547,417.3477
1548,417.5296
1549,417.205
1550,417.4063
1551,417.4398
1552,417.4452
1553,417.3807
1554,417.27
1555,417.049
1556,417.3517
1557,417.37
1558,417.3588
1559,417.3518
1560,417.5059
1561,417.6227
1562,417.4477
1563,417.4294
1564,417.3242
1565,417.3164
1566,417.0137
1567,417.1107
1568,417.4671
1569,417.1342
1570,417.3532
1571,417.3518
1572,417.4726
1573,417.37
1574,417.4262
1575,417.1837
1576,417.3122
1577,417.2752
1578,417.3833
1579,417.5129
1580,417.471
1581,417.2413
1582,417.4938
1583,417.5857
1584,417.4909
1585,417.3808
1586,417.2288
1587,417.4424
1588,417.436
1589,417.3983
1590,417.7336
1591,417.5518
1592,417.2148
1593,417.3374
1594,417.6173
1595,417.3
1596,417.374
1597,417.5205
1598,417.6417
1599,417.1478
1600,417.1488
1601,417.2517
1602,417.4112
1603,417.3814
1604,417.2131
1605,417.517
1606,417.3509
1607,417.5608
1608,417.4646
1609,417.4906
1610,417.0857
1611,417.4126
1612,417.4288
1613,417.4092
1614,417.3377
1615,417.5215
1616,417.4823
1617,417.5787
1618,417.4897
1619,417.3458
1620,417.5964
1621,417.4003
1622,417.0016
1623,417.393
1624,417.5556
1625,417.2787
1626,417.4961
1627,417.4647
1628,417.1549
1629,417.4348
1630,417.2373
1631,417.4602
1632,417.5968
1633,417.2658
1634,417.1922
1635,417.4352
1636,417.3786
1637,417.1053
1638,417.5142
1639,417.3999
1640,417.3594
1641,417.2669
1642,417.2642
1643,417.4618
1644,417.3888
1645,417.1607
1646,417.4871
1647,417.3913
1648,417.19
1649,417.4332
1650,417.7404
1651,417.2332
1652,417.3917
1653,417.2823
1654,417.7396
1655,417.2791
1656,417.3348
1657,417.4193
1658,417.3796
1659,417.4715
1660,417.2783
1661,417.5443
1662,417.245
1663,417.4609
1664,417.6445
1665,417.5064
1666,417.2608
1667,417.5253
1668,417.4288
1669,417.4482
1670,417.299
1671,417.2772
1672,417.301
1673,417.0721
1674,417.3475
1675,417.4026
1676,417.5304
1677,417.3406
1678,417.4393
1679,417.4738
1680,417.5279
1681,417.402
1682,417.5414
1683,417.3367
1684,417.3191
1685,417.3398
1686,417.436
1687,417.2729
1688,417.4423
1689,417.1749
1690,417.1223
1691,417.1777
1692,417.2748
1693,417.3789
1694,417.5279
1695,417.4226
1696,417.392
1697,417.5322
1698,417.1541
1699,417.2806
1700,417.3033
1701,417.5471
1702,417.3725
1703,417.3205
1704,417.5649
1705,417.4455
1706,417.4145
1707,417.3573
1708,417.3598
1709,417.5073
1710,417.3094
1711,417.4637
1712,417.6557
1713,417.6657
1714,417.3159
1715,417.4096
1716,417.3474
1717,417.419
1718,417.3487
1719,417.37
1720,417.4973
1721,417.4427
1722,417.5027
1723,417.2512
1724,417.2267
1725,417.37
1726,417.4865
1727,417.3582
1728,417.3407
1729,417.5947
1730,417.3594
1731,417.3237
1732,417.3845
1733,417.1401
1734,417.6556
1735,417.284
1736,417.2488
1737,417.3601
1738,417.4453
1739,417.3785
1740,417.2634
1741,417.1882
1742,417.1952
1743,417.2931
1744,417.0431
1745,417.3034
1746,417.4427
1747,417.326
1748,417.5262
1749,417.2963
1750,417.1412
1751,417.3278
1752,417.2955
1753,417.5041
1754,417.4396
1755,417.3374
1756,417.2736
1757,417.516
1758,417.3288
1759,417.1253
1760,417.5209
1761,417.2389
1762,417.3296
1763,417.4501
1764,417.2111
1765,417.4505
1766,417.4641
1767,417.19
1768,417.3017
1769,417.457
1770,417.3394
1771,417.3919
1772,417.0459
1773,417.3048
1774,417.4832
1775,417.4403
1776,417.3604
1777,417.3994
1778,417.3283
1779,417.37
1780,417.4829
1781,417.0496
1782,417.4
1783,417.4096
1784,417.4019
1785,417.4408
1786,417.6345
1787,417.4275
1788,417.3896
1789,417.1436
1790,417.397
1791,417.4834
1792,417.4117
1793,417.5054
1794,417.3994
1795,417.337
1796,417.3235
1797,417.4599
1798,417.4212
1799,417.5843
1800,417.6177
1801,417.4734
1802,417.4613
1803,417.3427
1804,417.2211
1805,417.4393
1806,417.327
1807,417.1965
1808,417.43
1809,417.2875
1810,417.3913
1811,417.4533
1812,417.4998
1813,417.3944
1814,417.5076
1815,417.1858
1816,417.462
1817,417.1679
1818,417.3527
1819,417.3241
1820,417.2681
1821,417.193
1822,417.3523
1823,417.5862
1824,417.37
1825,417.12
1826,417.4407
1827,417.3446
1828,417.3547
1829,417.2955
1830,417.5142
1831,417.177
1832,417.368
1833,417.3904
1834,417.2882
1835,417.3817
1836,417.1825
1837,417.3174
1838,417.4719
1839,417.4256
1840,417.4518
1841,417.319
1842,417.3518
1843,417.2828
1844,417.4484
1845,417.1922
1846,417.4163
1847,417.2368
1848,417.4085
1849,417.1505
1850,417.1543
1851,417.4108
1852,417.3702
1853,417.2993
1854,417.2407
1855,417.3983
1856,417.4748
1857,417.2072
1858,417.19
1859,417.5435
1860,417.2488
1861,417.37
1862,417.5607
1863,417.351
1864,417.2811
1865,417.1151
1866,417.2638
1867,417.1929
1868,417.394
1869,417.4126
1870,417.4489
1871,417.0609
1872,416.9934
1873,417.5116
1874,417.2955
1875,417.3219
1876,417.3192
1877,417.22
1878,417.6135
1879,417.1401
1880,417.5238
1881,417.0079
1882,417.3144
1883,417.0955
1884,417.3315
1885,417.4554
1886,417.5954
1887,417.3492
1888,417.4843
1889,417.2636
1890,417.6081
1891,417.1746
1892,417.5253
1893,417.1929
1894,417.0399
1895,417.3559
1896,417.5912
1897,417.5745
1898,417.5102
1899,417.3893
1900,417.3533
1901,417.3681
1902,417.2499
1903,417.4079
